Evaluation,Study,Original_value,SRP_value,Match_original,Additional_tags,Category,Subcategory,Quantitative
SR3_NK,bernabei1998,"Integrated care
Mean (SD) age (years) : 80.7 (7.1)
Women: 70
Never married: 20
Married: 26
Widowed: 52
Living alone: 50
Availability of informal care: 68
Adequate financial status: 81
Activities of daily living (0‐6): 2.0 (2.1)
Instrumental activities of daily living (0‐7): 3.8 (2.2)
Short portable mental status questionnaire (0‐10): 2.7 (3.0)
Geriatric depression scale (0‐30): 10.1 (5.3)
Mean (SD) no. of medical conditions: 4.7 (2.1)
Mean (SD) no. of medications: 4.5 (2.2)

Control
Mean (SD) age (years) : 81.3 (7.4)
Women: 71
Never married: 13
Married: 21
Widowed: 65
Living Alone: 50
Availability of informal care: 76
Adequate financial status: 87
Activities of daily living (0‐6): 2.3 (2.3)
Instrumental activities of daily living (0‐7): 4.4 (2.2)
Short portable mental status questionnaire (0‐10): 3.1 (3.3)
Geriatric depression scale (0‐30): 11.2 (6.5)
Mean (SD) no. of medical conditions: 4.8 (1.7)
Mean (SD) no. of medications: 4.3 (2.2)","Older adults	In 1995 we identified all people aged 65 and over who were recipients of home health services or home assistance programmes (n = 224). | Stroke	Usually, patients were receiving these services because of multiple geriatric conditions (for example, dementia, immobility, incontinence, and stroke deficits). | Dementia	Usually, patients were receiving these services because of multiple geriatric conditions (for example, dementia, immobility, incontinence, and stroke deficits).",FALSE,No,Population,Participant characteristics,
SR3_NK,bernabei1998,"Intervention group receiving integrated social and medical care and case management: ""Another hundred subjects (intervention group) received case management and care planning by the community geriatric evaluation unit and general practitioners.""","Patient Navigation	Case managers performed the initial assessment soon after randomisation and every 2 months thereafter. Also, they were constantly available to deal with problems, monitor the provision of services, and to guarantee extra help as requested by patients and general practitioners. |
Community Care Navigation	All the services considered necessary were provided in an integrated fashion after a formal agreement between the municipality and the local health agency. |
Care Coordination	Case managers performed the initial assessment soon after randomisation and every 2 months thereafter. Also, they were constantly available to deal with problems, monitor the provision of services, and to guarantee extra help as requested by patients and general practitioners. |
Case Management	Case managers performed the initial assessment soon after randomisation and every 2 months thereafter. Also, they were constantly available to deal with problems, monitor the provision of services, and to guarantee extra help as requested by patients and general practitioners. | Integrated Care	Another hundred subjects (intervention group) received case management and care planning by the community geriatric evaluation unit and general practitioners. All the services considered necessary were provided in an integrated fashion after a formal agreement between the municipality and the local health agency.",TRUE,No,Intervention,,
SR3_NK,bernabei1998,"Control
""One hundred subjects (control group) received primary and community care with the conventional and fragmented organisation of services, that is, general practitioner’s regular ambulatory and home visits, nursing and social services, home aids, and meals on wheels""","Control Group	One hundred subjects (control group) received primary and community care with the conventional organisation and of fragmented services—that is, general practitioner’s regular ambulatory and home visits, nursing and social services, home aids, and meals on wheels.",TRUE,No,Comparison,,
SR3_NK,bernabei1998,"""Nursing home admission (HR)
Acute hospital admission (HR)
Nursing home or hospital admission (HR)
ED presentation (HR)""
""	
Activities of daily living
Instrumental ADL
Short portable mental status questionnaire
Geriatric depression scale""","Hospitalization / Hospital admission / Inpatient	Thirty six subjects in the intervention group and 51 in the control group were admitted at least once to acute hospital (P < 0.05). The hazard ratio was 0.74 (0.56 to 0.97), while that for visits to an emergency room was 0.64 (0.48 to 0.85) compared with control group (table 3). | Quality of life	In the control group all functional indices deteriorated (activities of daily living - 13.0%; instrumental activities of daily living - 6.9%; mental status - 9.4%; depression - 11.8%). In the intervention group less consistent changes were observed (5.1%; - 4.0%, respectively). Differences between intervention and control groups were all significant (table 2). |Depression	In the control group all functional indices deteriorated (activities of daily living - 13.0%; instrumental activities of daily living - 6.9%; mental status - 9.4%; depression - 11.8%). In the intervention group less consistent changes were observed (5.1%; - 4.0%, respectively). Differences between intervention and control groups were all significant (table 2). |Emergency department / Emergency department visits	The hazard ratio was 0.74 (0.56 to 0.97), while that for visits to an emergency room was 0.64 (0.48 to 0.85) compared with control group (table 3).",FALSE,No,Outcome,,
SR3_NK,bernabei1998,Study design: Randomized controlled trial,"RCTs	RCTs",TRUE,No,Method,Study design,
SR3_NK,bernabei1998,"Allocation sequence concealment: ""The remaining subjects were randomly stratified by age and
sex according to a computer generated list.""",Random allocation was performed using a computer generated list with stratification by age and sex.,TRUE,No,Method,Allocation sequence concealment,
SR3_NK,bernabei1998,"Enrolment start and end dates; length of participant follow up: 1995, 12 months.",NA,FALSE,No,Method,Enrolment dates,
SR3_NK,bernabei1998,"Recruitment and sampling procedures used (including at the level of individual participants and
clusters/sites if relevant): No issues. The remaining subjects were randomly stratified by age and
sex according to a computer generated list.",NA,FALSE,No,Method,Recruitment,
SR3_NK,bernabei1998,Single or multicentre study: Single,NA,FALSE,No,Method,Single or multicentre,
SR3_NK,bernabei1998,"Unit of analysis (e.g. individual participant, episode of care, clinic/hospital attendance, readmission rate): individual participant, admissions to institutions, use and costs of health services, and
functional decline among frail elderly people living in the community.",NA,FALSE,No,Method,Unit of analysis,
SR3_NK,bernabei1998,"Statistical methods used if computed estimates are extracted from reports, including any covariates included in the statistical model: The impact of the intervention on time to admission
to hospital or a nursing home was tested by comparing the survival curves obtained with the Kaplan-Meier method. Differences between curves were evaluated with the log rank test. A P < 0.05
level was chosen for significance.",NA,FALSE,No,Method,Statistical method,
